country,host_uni,ntu_code,ntu_name,ntu_type,foreign_code,foreign_name,au,status,year,sem,assessment,contact_hours,credits,comments,coordinator_remarks,staff,url,syllabus,textbooks
CHINA,Tsinghua University,HC2040,UNDERSTANDING CHINA,BDE,60690032,An Introduction of Chinese History and Culture,3,Approved,2023,1,Not stated,32,2,Nill,,CHENG Gang?? ( na ),,"This is a course of Chinese Civilization in which the basic requirements include both teaching within lesson and watching museums without lesson. In this course some dynasties or topics (Confucianism, Buddhism, Taoism and Sino west Cultural Exchanges) are selected as the teaching subjects , and these dynasties and topics are represents of Chinese civilization. Students are encouraged to get the interrelated understanding and sensitive perception of Chinese civilization. The teaching ideas of this course are as follows : (1) Formation and development of Chinese Civilization are the outcome of dynamic interactions between. pre agricultural civilization, agricultural civilization, nomadic civilization, maritime civilization and industrial civilization. The capacities of material production and social organization are two basic foundations; (2) the material quality and its processing technology are the key for the understanding Chinese civilization and they provide material foundation of Chinese cosmology and view of nature . The development from jade to the bronze, and then to iron and porcelain, are the embodiment of Chinese spirit and its technique. When we are watching museum, what we get are not only appreciation of the beauty of material quality and art design, but also the apprehension of Chinese social values. This is a slow cultural evolution which could only be measured with the scale of millennium . 3 Chinese civilization has a peculiar wisdom of social organization. These wisdom are embodied in the scholarships as Confucianism, Taoism and Legalism. With the help of classical learning and the family state spirit , Chinese civilization established a large cultural system which are characteristic of meritocracy,hardworking and frugality. (4) Chinese civilization are divided into three periods: (a) from the beginning to the end of East Han Dynaty; (b) from Weijin dynasties to the end of Qing dynasty; (c) From 1911 to today. The contents of this course are as follows: (1) pre agricutural civilization; 2 agricultural 3 competitions between agricultural and nomadic civilization ; (4) Rise of maritime civilization and its dilemma; 5 Rise of the Chinese industrial civilization;","Hsuu, Cho yuun China : a new cultural history Cho yun Hsu ; translated by Timothy D. Baker, Jr. and Michael S. Duke (Masters of Chinese studies) Columbia University Press, c2012. Hawai'i Reader in Traditional Chinese Culture Mair, Victor H. (EDT)/ Steinhardt, Nancy Shatzman (EDT)/ Goldin, Paul Rakita (EDT) University of Hawaii Press 2005"
CHINA,Tsinghua University,HE3010,MONEY & BANKING,BDE,30510523,Money and Banking,3,Approved,2024,2,Examination,48,3,This course was offered as one of the undergraduate courses taught in English in Spring 2024,,?? ( liuqing@sem.tsinghua.edu.cn ),https://masonabroad.gmu.edu/_customtags/ct_FileRetrieve.cfm?File_ID=01067577744F07060C06717305061C70097A7714737D73046E07030406777402750005737004060001,"Why do people hold money? What determines the amount of money people hold relatively to other assets? What role do banks and other financial institutions play in the economy? Why isn't there just one world currency? How does the monetary policy work in an economy? These are the fundamental questions in monetary economics, and the purpose of the course is to provide students with the comprehensive analysis of the money markets and modern monetary policy. Throughout the course, a special emphasis will be put on using simple mathematical models to answer the questions we are interested in, rather than focusing on institutional details, which traditionally are the focus of money and banking courses. This course is designed as a survey of the basic theories in monetary economics for advanced undergraduate students. A good skill in mathematics will be helpful for the understanding of the lectures. Among the topics to be covered include: money demand and money supply, inflation and optimal quantity of money, international monetary system, Banking, monetary policy transmission mechanism, strategy of monetary policy and optimal monetary policy, time inconsistency problem in monetary policy. For each topic covered, a core body of theories, issues, and evidence will be presented and discussed.",-
CHINA,Tsinghua University,HE3010,MONEY & BANKING,Major-PE,30510523,Money and Banking,3,Approved,2023,2,Examination,48,3,This course was offered as one of the undergraduate courses taught in English in Spring 2024,,?? ( liuqing@sem.tsinghua.edu.cn ),https://masonabroad.gmu.edu/_customtags/ct_FileRetrieve.cfm?File_ID=01067577744F07060C06717305061C70097A7714737D73046E07030406777402750005737004060001,"Why do people hold money? What determines the amount of money people hold relatively to other assets? What role do banks and other financial institutions play in the economy? Why isn't there just one world currency? How does the monetary policy work in an economy? These are the fundamental questions in monetary economics, and the purpose of the course is to provide students with the comprehensive analysis of the money markets and modern monetary policy. Throughout the course, a special emphasis will be put on using simple mathematical models to answer the questions we are interested in, rather than focusing on institutional details, which traditionally are the focus of money and banking courses. This course is designed as a survey of the basic theories in monetary economics for advanced undergraduate students. A good skill in mathematics will be helpful for the understanding of the lectures. Among the topics to be covered include: money demand and money supply, inflation and optimal quantity of money, international monetary system, Banking, monetary policy transmission mechanism, strategy of monetary policy and optimal monetary policy, time inconsistency problem in monetary policy. For each topic covered, a core body of theories, issues, and evidence will be presented and discussed.",-
CHINA,Tsinghua University,HE3020,INTERNATIONAL ECONOMICS,Major-PE,40510763,International Economics - Theory and Policy,3,Approved,2023,2,"Homework (10%), Participation (5%), Midterm (30%), Final (45%), In class presentation (10%)",48,3,This course was offered as one of the undergraduate courses taught in English in Spring 2023: https://intl- nondegree.tsinghua.edu.cn/f/yzlxs/yz_lxs_kstzb/view?id=264623.,,MA Hong ( mahong@sem.tsinghua.edu.cn ),https://gem.ntu.edu.sg/_customtags/ct_FileRetrieve.cfm?File_ID=05057371744F7177067671060F701C08080E7414710F07056E74087273757605057470017570040701,"This course aims to provide students with a survey of fundamentals in international economics, in both theory and empirics. Topics include essential theories of international trade and empirical evidence. Through the course, you will have a better understanding about why countries trade, what they trade, the benefits and costs of trade, and the motivations for and the effects of government trade policies.","[FT] Robert C. Feenstra, Alan M. Taylor (2016), International Economics, 4th edition, Worth Publishers. Available in the SEM library. [3rd edition is OK] [KOM] Krugman, Paul, Maurice Obstfeld, and Marc Melitz (2012), International Economics: Theory & Policy, 10th edition, Addison- Wesley. Available in the SEM library. [9th edition is OK]"
CHINA,Tsinghua University,HE3021,DEVELOPMENT ECONOMICS,Major-PE,30510863,Developmental Economics,3,Approved,2024,2,Exam,48,3,"Hi Prof, I would like to challenge myself and take a mod in Chinese",,??? ( Nil ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2024611030;30510863,"This is a comprehensive outline of a development economics course. Here's a translation to English: **1. Introduction:** What is development economics and how is it studied? **2. From Underdeveloped to Developed - Growth and Structural Transformation:** * Classical Growth Models: Harrod-Domar Model, Solow Model * Stages of Economic Growth Theory * Poverty Traps and Economic Growth: The impact of increasing returns (complementarity and economies of scale) on economic growth * Poverty Traps, Big Push, and Unbalanced Growth Theory * Dual Economy Theory: Lewis Model, Ranis-Fei Model, Harris- Todaro Model * Agricultural Development in Developing Countries: Schultz's Theory of Agricultural Development * Induced Technological Change Theory in Agriculture * Providing Inputs for Agriculture **3. Harmony between People, Society, and Nature - Multi- Dimensional Development:** * Income Distribution and Development: Measures of income distribution, the interaction between income distribution and economic growth, income distribution strategies * Poverty and Development: What is poverty, measures and calculations of poverty, poverty reduction policies * Human Resources and Development: Demographic Transition Theory; The impact of population size and structure on economic growth; Employment and growth * Gender and Development: Gender perspectives in development studies; Intra-household resource allocation models * Natural Resources, Environment, and Development: Sustainable development theory and policies; Poverty and sustainable development **4. Development in Global Integration - Opening Up and Development:** * Trade and Development: A review of trade theories; Import substitution and export promotion strategies * Foreign Investment and Development: ""Two-Gap"" Model, theories on FDI **5. Mechanisms to Promote Development - Institutions and Development:** * Markets and Development: Rural informal markets (land, labor, credit, insurance) in developing countries * Government and Development: The role and responsibilities of governments in economic development in developing countries * Law and Development: The role of law in economic development; Relevant theories and models",No info
CHINA,Tsinghua University,HE3021,DEVELOPMENT ECONOMICS,Major-PE,30510863,Developmental Economics,3,Approved,2023,2,Exam,48,3,"Hi Prof, I would like to challenge myself and take a mod in Chinese",,??? ( Nil ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2024611030;30510863,"This is a comprehensive outline of a development economics course. Here's a translation to English: **1. Introduction:** What is development economics and how is it studied? **2. From Underdeveloped to Developed - Growth and Structural Transformation:** * Classical Growth Models: Harrod-Domar Model, Solow Model * Stages of Economic Growth Theory * Poverty Traps and Economic Growth: The impact of increasing returns (complementarity and economies of scale) on economic growth * Poverty Traps, Big Push, and Unbalanced Growth Theory * Dual Economy Theory: Lewis Model, Ranis-Fei Model, Harris- Todaro Model * Agricultural Development in Developing Countries: Schultz's Theory of Agricultural Development * Induced Technological Change Theory in Agriculture * Providing Inputs for Agriculture **3. Harmony between People, Society, and Nature - Multi- Dimensional Development:** * Income Distribution and Development: Measures of income distribution, the interaction between income distribution and economic growth, income distribution strategies * Poverty and Development: What is poverty, measures and calculations of poverty, poverty reduction policies * Human Resources and Development: Demographic Transition Theory; The impact of population size and structure on economic growth; Employment and growth * Gender and Development: Gender perspectives in development studies; Intra-household resource allocation models * Natural Resources, Environment, and Development: Sustainable development theory and policies; Poverty and sustainable development **4. Development in Global Integration - Opening Up and Development:** * Trade and Development: A review of trade theories; Import substitution and export promotion strategies * Foreign Investment and Development: ""Two-Gap"" Model, theories on FDI **5. Mechanisms to Promote Development - Institutions and Development:** * Markets and Development: Rural informal markets (land, labor, credit, insurance) in developing countries * Government and Development: The role and responsibilities of governments in economic development in developing countries * Law and Development: The role of law in economic development; Relevant theories and models",No info
CHINA,Tsinghua University,HE3032,GAME THEORY,Major-PE,00510433,"Game,Decision Making and Queuing Theory",3,Approved,2024,2,Exam,48,3,"Hi Prof, I would like to challenge myself and take a mod in Chinese",,?? ( yangliu@sem.tsinghua.edu.cn ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2010990146;00510433,"The course consists of three main modules: queueing theory, game theory and decision theory. While covering the basic theory, we will introduce tremendous practical examples to further the understanding of the theory. In the part of decision theory, we will use case study. From this course, students should learn how to model and solve a queueing problem and a decision making problem for both one player and multiple players. In addition, based on these three modules, students should try to understand operations research from a systematic view. The topics covered in this course are: 1. Game theory (Fundamentals of game theory, Nash equilibrium, Backward induction and subgame perfect equilibrium, Repeated game and games with incomplete information, Agency theory) 2. Decision theory (Introduction to modeling; Decision trees; Treeplan; Value of information, Ventron case; Sensitivity analysis; Risk profiles, Utility theory, Gillette vs. energizer case; Probability assessment; Multi-objective decision making) 3. Queueing theory (Birth- death process and poisson process, M/M/s queueing system, Other queueing systems and system optimization, Queueing system simulation method)","????? 1. Gibbons, Robert. Game Theory For Applied Economists. Princeton, NJ: Princeton University Press, 1992. ISBN: 0691003955. 2. Osborne, Martin, and Ariel Rubinstein. A Course in Game Theory. Cambridge, MA: MIT Press, 1994. ISBN: 0262650401.(Graduate level) 3. John Shortle, James Thompson, Donald Gross, Carl Harris. Fundamentals of Queueing Thoery. 2018. Fifth Edition"
CHINA,Tsinghua University,HP1000,INTRO TO PSYCHOLOGY,BDE,00701601,Exploring Psychology,3,Approved,2023,1,Unavailable,16,1,NIL,,QianJing ( jqian@tsinghua.edu.cn ),https://www.tsinghua.edu.cn/en/pdf/ut2022.pdf,"This course provides a brief introduction to psychology. Topics include history of psychology, research methods, biological bases of behavior, sensation and perception, consciousness, learning and memory, life- span development. Class lectures emphasize an empirical approach to a scientific understanding of human behavior across these diverse domains. In addition to learning basic knowledge about psychology, students will learn how psychologists ask questions, evaluate evidence, and communicate with each other. This course aims to inspire students to reason about current affairs and social phenomenon through the lens of a psychologist. That is, to critically evaluate evidence and to form one?s own opinion based on sound",Unavailable
CHINA,Tsinghua University,HP3703,HEALTH PSYCHOLOGY,BDE,30700913,Health Psychology,3,Approved,2023,2,Presentation and Assignment,48,3,N.A,,?? ( N.A ),,???? ???? ????????? ??? ??????? ??? ???????????????? ??? ???????????????? ??? ?????????????? ???? ???????? ??? ?????????? ?? ??? ?????????? ??? ???????? ??? ?????? ???? ????????????? ??? ??????????????? ?????? ??? ??????????????? ?????? ???? ??????????????? ?????? ???? ?????????????? ???? ???????? ???? ????? ???? ???????? ????????????? ????? 1. ?????10%??2. ????: ??????20%??3. ??? ???20%?? 4. ??????50%?? 2. ???????? ???????????????????????? ??????1??????????????2???????? ???????????????????3?????????? ?????????4???????????????????? ?????????????????????? 3. ?????3000???? 4. ????????18????? 5. ?????1. ???????????,"????? 1. Ken Wilber. Integral Psychology: Consciousness, Spirit, Psychology, Therapy. 2000 (?????. ???. ????????? ??????) 2. ??.???: ?????????? 3. Brian Luke Seaward:??????????????????? ???? 4. Judith Beck??????????????????? 5. ?????????????? 6. Neil?????????????? 7. Frank & Andre: ??????????????????"
CHINA,Tsinghua University,HS3004,CITIES & URBAN LIFE,Major-PE,00000171,Modern Chinese Architecture and Urbanism: Building Types and Aesthetic Styles in the Global Context,3,Approved,2023,1,To be confirmed,16,2,6 Sept 2023 - 31 Jan 2024,,??? ( liuyishi@tsinghua.edu.cn ),,"This class introduces the profound socio-political transformation of modern China and related sea change of modern architecture, based up which the students will be guided to identify West-influenced modern Chinese architecture and appreciate architectural aesthetics as well as socio-cultural thought. this class aims to address these questions to chart out the trajectory of development of architectural styles in modern China from a global perspective, with unfamiliar adaptions and modifications. In addition to explicating how to identify the characteristics of these styles, the instructor will also introduce a global comparative method to study socio-cultural change behind visual identities to better understand modern China.",NIL
CHINA,Tsinghua University,HS3054,SOCIAL PSYCHOLOGY,Major-PE,80700752,Seminar in Applied Social Psychology,3,Approved,2023,1,1. Class participation 20% 2. Reading preparation and presentation 30% 3. Final term paper 50%,32,2,6 Sept 23 - 31 Jan 24,,??? ( pengkp@tsinghua.edu.cn ),,"Welcome to the class! In this course, we will explore psychological questions that are to social behaviors in real life, such as, how to talk to others? How to inspire people? How to make important decision? How and why do we act, think, and feel the way we do? How to build teams and lead others to do good jobs? How to stay positive at the times of conflict, confusion, stress and changes? We will explore these questions from the biological, developmental, cognitive, social, and cultural perspectives. You will learn about exciting research in psychology as well as the relevance to business world.","Chiu, C. Y., Hong, Y. Y., & Dweck, C. S. (1997). Lay dispositionism and implicit theories of personality. Journal of Personality and Social Psychology,73(1), 19-30. Morris, M. W., & Peng, K. (1994). Culture and cause: American and Chinese attributions for social and physical events. Journal of Personality and Social psychology, 67(6), 949-971. Tversky, A., & Kahneman, D. (1974). Judgment under uncertainty: Heuristics and biases. Science, 185, 1124-1131. Nisbett, R., Peng, K., Choi, I., & Norenzanan, A. (2001). Culture and system of thoughts: Holistic versus analytic cognition. Psychological Review, 108, 291-310. Ji, L., Nisbett, R. E., & Su, Y. (2001). Culture, change and prediction. Psychological Science, 12, 450-456."
CHINA,Tsinghua University,HV8001,INTRO TO ENVIRONMENTAL HUM,BDE,80691063,"The Environment: From the Perspective of History, Science, and Technology",3,Approved,2023,1,Rating based on: 25% report presentation 25% class questions 50% final paper,48,3,nil,,BARDI ALBERTO ( not given ),,"This course explores environmental issues such as intellectual history, global history, and microhistory from a broad historical perspective and different methodological frameworks. Students will become familiar with current historical issues related to the environment (including the ""Anthropocene"") and become familiar with different approaches to delving into historical issues. Topics discussed in this course include: What is the relationship between history and the environment? Does the environment shape people, or do humans shape the environment? To what extent has technology changed the environment? What is the relationship between the environment and food production? How has industrialization changed our conception of the environment and food? Agricultural topics are then the proper meaning of this course. For example, from the beginning of time immemorial, farmers cultivated the land. But the peasant itself is conceptualized and seen as a recent process on a historical epistemological problem. In addition, peasants were assigned to the periphery, while the central areas were considered the poles of civilization. Can we accept this conceptual framework? If food production is on the margins, how can it play a central role in our daily lives?",Not stated
CHINA,Tsinghua University,MH4311,CRYPTOGRAPHY,BDE,40470024,Fundamentals of Cryptography,4,Approved,2023,2,"30% homework, 40% midterm exam, 30% final project",64 hours,4 credits,"(The information below is obtained from teaching prof's personal website: http://www.chenyilei.net/cryptography-s2024.html) Tentative Schedule: 0226 Lecture 1: Introduction I 0228 Lecture 2: Introduction II 0304 Lecture 3: Encryption with perfect secrecy 0306 Lecture 4: ?Computational hardness and one-way functions, factoring 0311 Lecture 5: Algorithms and hard problems related to factoring, RSA, and discrete-log 0313 Lecture 6: Indistinguishability and pseudorandomness 0318 Lecture 7: Pseudorandom generators 0320 Lecture 8: Hardcore bits: Yao, Goldreich-Levin 0325 Lecture 9: Pseudorandom functions: definitions and construction attempts 0327 Lecture 10: GGM's construction of PRF, and probabilistic encryption 0401 Lecture 11: Public-key encryption 0403 Lecture 12: Digital Signature, hash functions 0408 Lecture 13: Collision resistant hash functions and random oracles ?0410 Midterm Exam 0415 Lecture 14: Project ideas, lattice, SIS, and LWE 0417 Lecture 15: Public-key encryption from LWE 0422 Lecture 16: (Levelled) fully homomorphic encryption from LWE 0424 Lecture 17: From levelled FHE to FHE: Bootstrapping 0429 Lecture 18: Interactive proofs, zero-knowledge 0501 ??? 0506 Lecture 19: Zero-knowledge proofs for all NP, commitments 0508 Lecture 20: MPC I: Oblivious transfer 0513 Lecture 21: MPC II: Yao's Garbled circuits 0515 Lecture 22: Obfuscation I: definitions 0520 Lecture 23: Obfuscation II: applications 0522 Lecture 24: Obfuscation III: constructions 0527 Lecture 25: Advanced topics: Pairing, IBE, ABE, FE. 0529 Project presentation I 0603 Project presentation II 0605 Project presentation III 0610 Dragon boat festival 0612 Project presentation IV. Ending.",,??? ( chenyilei@mail.tsinghua.edu.cn ),,"Course Description: Modern cryptography aims to protect information privacy, integrity and authentication. In this course, we first review basis of discrete probability, algebra and classical cryptography. Then there are three sections remaining: (1) symmetric key encryption (e.g., block cipher), (2) public key encryption, (3) cryptographic protocols (e.g., key exchange, digital signature) and applications (e.g., blockchain). Except for the cryptographic mechanisms, we would also introduce the related cryptanalytic methods and implementations. This course has course projects in group of two or three students, mainly about applications of cryptography or side channel attack to cryptographic system.","Main ?reference: A Course in Cryptography, Chapters 1-6, Rafael Pass & abhi shelat https://www.cs.cornell.edu/courses/cs4830/2010fa/lecnotes.pdf ?Other references: A graduate course in applied cryptography, Dan Boneh & Victor Shoup Foundations of Cryptography I, II, Oded Goldreich"
CHINA,Tsinghua University,MH4320,COMPUTATIONAL ECONOMICS,BDE,30470154,Game Theory,4,Approved,2023,2,-,64 hours,4 credits,-,,??? ( zfang@mail.tsinghua.edu.cn ),,"Part One: Normal-form games Part Two: Extensive games Part Three: Bayesian games Part Four: Mechanism design Course Description: This course will serve as an introduction to game theory: a vastly popular branch of microeconomic theory concentrating on interactions of players. Concretely, it can be divided into two phases. On the first phase, we will focus on the ""modeling and analysis"" of games. We will show how to turn an economic situation into game theoretical models and analyze its solution, i.e., how to play the game. The corresponding topics are: normal-form games, extensive-form games, repeated games and games with incomplete information. On the second phase, we will focus on the ""design"" of games. We will provide various frameworks to design a game in certain realistic environments and use techniques learnt from the previous phase to analyze design performance. The corresponding topics are: mechanism design, voting, auction and e-commerce applications. It is preferable that students have basic knowledge on calculus, probability theory, algorithm (in particular, linear program), and programming.",-
CHINA,Tsinghua University,PE,PE,Major-PE,40470293,Quantum Communication and Cryptography,3,Approved,2024,1,Midterm: 30% Final: 40% Assignment: 30%,48,3,nil,,??? ( xma@tsinghua.edu.cn ),,"This course mainly introduces the frontier of quantum communication and quantum cryptography, including: foundation of quantum mechanics, basics of information theory, quantum entanglement theory, quantum communication and teleportation, and quantum cryptography and the associated physical implementation. Various related fields will also be discussed, including quantum key distribution, quantum networks, quantum hacking, quantum random number generators, quantum teleportation, multi-photon entanglement, and experimental implementations based on quantum optics. The basic theories and experimental ideas in these directions will be explained, as well as the current research hotspots. Students are encouraged to study the latest research advances in one direction and to extend the learning. This course is suitable for senior undergraduates. The aim of this course is to provide students with a theoretical and experimental basis for quantum information science, and to help future researchers choose their own field of research in quantum communication and cryptography. 1.Introduction(1 lectures)? Quantum intrinsic randomness Quantum entanglement: EPR Paradox, Bell?s inequality, teleportation Information theory: Shannon theory, Error Correction Quantum cryptography 2.Foundation of quantum information (3 lectures) Quantum state and measure: Bloch sphere, Positive operator-valued measure measurement, Bell-state measurement Unitary transformation, Noisy Evolution No-cloning theorem, No-deletion theorem Bipartite system Quantum channel 3. Applications on Multiparty Quantum System (2 lectures) Bell's inequalities: Clauser-Horne-Shimony-Holt inequality, CH and Eberhard's inequality, implementation and loopholes Quantum teleportation Quantum super dense coding Remote state preparation 4. Quantum information theory (2 lectures) Classical Information Theory: Shannon entropy, Relative Entropy, Conditional Entropy, Renyi Entropy Quantum Entropies: Joint quantum entropy, Conditional quantum entropy, Quantum relative entropy Quantum coding theory 5. Quantum entanglement and coherence(3 lectures) Entangled states and separable states Entanglement detection Entanglement measure: LOCC, entanglement of multipartite systems Quantum Resource Theory: quantum coherence 6. Quantum cryptography (3 lectures) Quantum Error Correction Code (CSS Code) Quantum key distribution: BB84 QKD Measurement-device-independent scheme Quantum Data Locking Quantum Random Number Generator","Textbooks: M. A. Nielsen and I. L. Chuang, Quantum Computation and Quantum Information, Cambridge University Press, 2000. J. Preskill, Lecture notes, http://www.theory.caltech.edu/~preskill/ph229/ Reference books: Samuel L. Braunstein, Hoi-Kwong Lo eds., Scalable Quantum Computers: Paving the Way to Realization; D. Leung, Lecture notes; QIC 890 Theory of Quantum Communication; M. O. Scully and M. S. Zubairy, Quantum Optics, Cambridge University Press, 1997"
CHINA,Tsinghua University,PE,PE,Major-PE,00670403,Photography and Society,3,Approved,2023,2,nil,48,3,nil,,??? ( nil ),,"This course will provide a knowledge map and skill guidance on the theory and practice of photojournalism and visual communication, and cultivate journalistic values ??and social responsibilities during the learning process. The main content of the course includes the technical and formal foundations of still photography, as well as the basic ideas of historical, cultural and textual analysis of visual texts.",nil
CHINA,Tsinghua University,PE,PE,Major-PE,40670283,Video Shooting and Editing,3,Approved,2023,2,nil,48,3,??? ????????? ??? ?????????????????? ??1???? ??? ????? ??2????? ??? ???? ??3????? ??? ???? ??4?????? ??? ????? ????1????? ??? ?? ??5?????? ??? ???? ????2????,,??? ( nil ),,"This course aims at basic knowledge and prcatical skills of video journalism, which contain the skill of using camera and editing software, the regulations of audio-visual language. Students will learn how to make short TV news clips, documentaries, and MTV.",nil
CHINA,Tsinghua University,PH3404,PHY OF CLASS & QUANTUM INFO,BDE,40260262,Introduction to Quantum Information Science,3,Approved,2023,1,Not stated,32,2,nil,,CHEN Wei?? ( weichen@mail.tsinghua.edu.cn ),,"This course is a comprehensive introduction to the main ideas and techniques of the field of quantum computation and quantum information. In the course the basic knowledge of quantum mechanics and computer science necessary to understand quantum information and quantum computation will be introduced,ensuring that the subject is accessible even without a background in physics or computer science. basic ideas of quantum computation will be presented, and will describe what a quantum computer is, how it can be used to solve problems faster than classical computers, and the real world implementation of quantum computers.fianally the latest development of quantum computation will be discussed. ? Course Syllabus? ?? Fundamental concepts 1. Introduction and overview (4classes) 2. Introduction to quantum mechanics (4 classes) 3. Introduction to computer science (2 classes) ?? Quantum computation 1. Quantum circuits (4 classes) 2. Quantum algorithms (2 classes) 3. Quantum Fourier?s transform and its application (4 classes) 4. Quantum search algorithms (2 classes) 5. Quantum computers: physical realization (4 classes) 6. Fabrication of quantum devices (2 classes) 7. Low temperature measurement techniques (2 classes) 8. Lab tour (2 classes)","?Textbooks & References? Quantum Computation and Quantum Information 10th Anniversary Edition Michael A. Nielsen, Isaac L. Chuang Tsinghua University press"
CHINA,Tsinghua University,SC2006,SOFTWARE ENGINEERING,Core,80240543,Process and Methods of Software Project Management,3,Approved,2023,1,Unavailable,48,3,NIL,,ZHANG Yong ( zhangyong05@tsinghua.edu.cn ),,"Software project management is the art and science of planning and leading software projects. It is a interdiscipline of software development and project management in which software projects are planned, monitored and controlled. Using software development life cycle and process groups as two main threads, this course introduces the procedures and methods of software project management, which will help keep projects under control, and produce software with required functions in shorter time, higher quality and predicable cost. This course follows the ten Project Management Knowledge Areas that are defined in PMBOK -integration, scope, schedule, cost, quality, resource, communications, risk, procurement, and stakeholder - using the experiences of real-life businesses involving software. The students are organized in groups to do the homework and give presentations. Virtual software projects are assigned to groups. Typical scenarios are designed in the projects to help students understand the ten knowledge areas by solving the issues in the projects through group discussion and collaboration. ?Course Syllabus? 01. Introduction of Software Project Management 02. Software Development Context and Maturity model 03. Software Project Management Process Groups and Stakeholder Management 04. Software Project Integration Management 05. Software Project Scope Management 06. Software Project Time Management 07. Software Project Cost Management 08. Mid-Term Report 09. Software Project Quality Management 10. Software Project Human Resource Management 11. Software Project Communications Management 12. Software Project Risk Management 13. Software Project Procurement Management 14. PRINCE2 15. Short Sitcoms","?Information Technology Project Management (9th)?, Kathy Schwalbe, Cengage Learning, 2018 Reference books: (1)PMBOK? Guide ? Sixth Edition, Project Management Institute, 2017. (2) ?Software Project Management 5th Revised ed. Edition?, Bob Hughes, Mike Cotterell, McGraw-Hill Education, 2009."
CHINA,Tsinghua University,SC3000,ARTIFICIAL INTELLIGENCE,Major-PE,30240042,Introduction to Artificial Intelligence,3,Approved,2023,2,Exam,32,2,26 Feb - 15 Jul 2024,,??? Ai Qingyao ( aiqy@tsinghua.edu.cn ),,"This course mainly introduces the general principles and basic ideas of problem solving approaches in artificial intelligence, including: the general searching problems, such as blind search and heuristic search; Adversarial search (or game search), such as game tree search, Monte Carlo tree search; Predicate calculus in artificial intelligence and its application; Statistical learning methods, such as Naive Bayesian method, SVM, decision tree, neural network and deep learning etc.","Ma Shaoping, ""Dr. Ai: A Brief Introduction to Artificial Intelligence"", Tsinghua University Press ???????????????????????????"
CHINA,Tsinghua University,SC3000,ARTIFICIAL INTELLIGENCE,Major-PE,40470243,Artificial Intelligence: Principles and Techniques,3,Approved,2023,1,Unavailable,48,3,NIL,,GAO Yang ( gy20073@gmail.com ),https://www.tsinghua.edu.cn/en/pdf/ut2022.pdf,"This course will introduce the basic ideas and techniques underlying the design of intelligent computer systems. Specific topics include search, constraint satisfaction, game playing, graphical models, machine learning, Markov decision processes, and reinforcement learning. The main goal of the course is to equip students with the tools to tackle new AI problems you might encounter in life and also to serve as the foundation for further study in any AI area you choose to pursue.",Unavailable
CHINA,Tsinghua University,SC3000,ARTIFICIAL INTELLIGENCE,Major-PE,60240052,Artificial Intelligence: Principles and Techniques,3,Approved,2023,1,end of term/semester exam,32,2,14/09/2023 - 15/01/2024,,??? ( msp@tsinghua.edu.cn ),http://zhjw.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=1984990076;60240052,"This course mainly introduces the general principles and basic ideas of problem solving approaches in artificial intelligence, including: the general searching problems, such as blind search and heuristic search; Adversarial search (or game search), such as game tree search, Monte Carlo tree search; Advanced search, such as local search method, simulated annealing algorithm and genetic algorithm; Statistical learning methods, such as Naive Bayesian method, SVM, decision tree, neural network and deep learning etc.",1. ????????????????????????? 2. ?? ????????????????????? 3. ???????? ???????????? 4. ????????????????? ???? 5. ???????????????
